K,D_TSK,lam_o,lam_m,lam_wd,task0,task1,task2,task3,task4,task5,task6,task7,task8,task9,avg
15,48,0.0010000000474974513,0.0010000000474974513,0.009999999776482582,91.3762,86.2280,82.9945,87.8055,89.5132,91.4346,91.8636,94.2241,95.8400,97.4559,90.8736
